OIDN,UIDN,CODSEC,NISCODE,SEC,SECNAAM,LENGTE,OPPERVL
331,21038,12007A021,12007,A021,GROTE HEIDE(ST.BERNARDUSABDIJ),4048.18,819805.06
1619,39885,11035A20-,11035,A20-,SPRUITERSHOF,3591.88,553898.81
1646,21702,13017A102,13017,A102,TERLO,4276.99,791133.11
1979,22034,13053A020,13053,A020,WIJNGAARDBOSSEN - HAANVEN - OUDE GEELSE BAAN,6011.49,1082734.76
1636,20706,11035C081,11035,C081,NIERLENDERS,4623.69,494738.91
318,40076,12005A183,12005,A183,MECHELS BROEK,5821.45,842333.78
663,21370,12035A032,12035,A032,DORPSVELD,4390.33,487146.37
1245,20042,11002T20-,11002,T20-,GITSCHOTEL,2694.67,303724.51
1165,39659,11002Q17-,11002,Q17-,MERKSEM-DOKKEN,3603.38,601633.41
828,40316,13008A391,13008,A391,STELEN-VERSPREIDE BEWONING,20075.3,4569954.66
1613,20683,11035A000,11035,A000,RANST-CENTRUN,4843.87,649505.69
640,21347,12030D080,12030,D080,DE WOLF,4692.31,1051814.11
66,39932,11039B10-,11039,B10-,BELLEMONT,7501.18,1853073.25
973,21679,13014E001,13014,E001,WORTEL-DORP,4683.01,648427
1006,19804,11002A00-,11002,A00-,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),2208.17,222578.23
1956,22011,13049A200,13049,A200,VOORTKAPEL,6672.61,1634700.08
1777,40445,13025A7MC,13025,A7MC,KERNMETINGEN,2760.56,335021.61
1940,40518,13046A091,13046,A091,DE BREEM,11320.92,2028476.7
1933,21988,13046A001,13046,A001,VOSSELAAR-CENTRUM,3564.28,426207.33
285,20992,11057B00-,11057,B00-,OOSTMALLE-CENTRUM,3351.08,486947.29
1431,39771,11013A181,11013,A181,MOLENVELD-ZUID,3534.41,364745.08
617,21324,12030A175,12030,A175,INDUSTRIEPARK,4869.53,795583.11
448,21155,12021A301,12021,A301,BOGERSE VELDEN,2701.81,385029.31
1590,20660,11029A12-,11029,A12-,DRABSTRAAT,3799.26,370037.39
1029,19827,11002B813,11002,B813,BLANCEFLOERLAAN  (LINKEROEVER),4444.84,741404.93
1199,19996,11002R31-,11002,R31-,DRIEKONINGEN,3540.77,492969.02
1401,20159,11009B00-,11009,B00-,SINT-LENAARTS-CENTRUM,4035.06,646433.5
879,21585,13010B022,13010,B022,KERKBLOK,3002.43,345612.07
1885,21940,13037A201,13037,A201,ACHTEL-KERN,3014.51,265615.61
792,40299,13004B001,13004,B001,VLIMMEREN-KERN,6128.92,663262.12
1052,19850,11002D38-,11002,D38-,GAS (OOSTWIJK),2148.27,96245.92
594,21301,12029A22-,12029,A22-,KRANKHOEVE,1761.86,100174.54
262,20969,11056B00-,11056,B00-,BURCHT-DORP,4008.49,516273.5
1567,20637,11024A423,11024,A423,WILDVELD,1770.08,210708.75
1176,19973,11002Q49-,11002,Q49-,SPORTPALEIS,2498.62,185475.7
471,21178,12025A05-,12025,A05-,GASTHUIS,1643.87,128947.56
1862,40487,13036A091,13036,A091,RETIE-VERSPR. BEW.,65733.46,24779857.87
1810,21865,13031A100,13031,A100,ZWANEVEN,3492.99,548203.47
1453,20211,11016A3AJ,11016,A3AJ,WILDERT - WEEKENDZONE-WEST,5574.34,1234336.41
494,21201,12025A42-,12025,A42-,RIDDER DESSAINLAAN,3135.24,274342.22
1075,19873,11002F6NJ,11002,F6NJ,KIELSE POLDER (KIEL),8863.87,1439771.68
833,21539,13008A512,13008,A512,ZAMMEL-UITBREIDING,3288.47,256094.12
208,40015,11054C081,11054,C081,MENKHOEVEN - VROEGEINDE,11805.47,2578826.83
856,21562,13008B800,13008,B800,TEN AARD-KERN,4261.98,900262.61
1907,40504,13040A370,13040,A370,INDUSTRIEPARK,8735.78,2263518.51
1833,21888,13035B00-,13035,B00-,WEELDE-CENTRUM,4554.77,478880.07
732,21439,13001A221,13001,A221,BERGEN,4922.79,961899.98
1336,39720,11005A22-,11005,A22-,GEBO,2022.24,161063.22
160,39989,11053A052,11053,A052,RIJSVENNEN,6041.9,588304.8
517,21224,12025A70-,12025,A70-,LEUVENSE STEENWEG,3605.61,311508.88
349,40092,12007B29-,12007,B29-,EIKEVLIET-VERSPREIDE BEWONING,8810.27,2071626.5
1490,20560,11022A091,11022,A091,VOGELENZANG,3489.06,497284.82
1098,19896,11002J820,11002,J820,IJZERLAAN (DAM - SCHIJNPORT),3238.59,466258.21
540,21247,12025C01-,12025,C01-,DE KNIP,4366.78,327078.93
44,20752,11039A00-,11039,A00-,SCHILDE-DORP,4416.7,585710.77
491,40152,12025A39-,12025,A39-,MECHELSBROEK,6972.79,1106633.71
9716,44118,46025B091,46025,B091,STEENDORP-VERSPREIDE BEWONING,4190.55,39855.96
1856,21911,13035C1AA,13035,C1AA,AARLE-ZUID,2178.44,170560.51
1193,19990,11002R22-,11002,R22-,ERTBRUGGE,1454.28,129617.15
1536,20606,11023A280,11023,A280,WOLVEBOS,8996.95,3465647.05
1268,20065,11002U33-,11002,U33-,SINT-AUGUSTINUS,3617.08,492513.23
553,40175,12025F032,12025,F032,VENNE,3558.37,445069.91
686,21393,12040A01-,12040,A01-,WILLEBROEK-CENTRUM-ZUID,3184.58,306054.41
810,21516,13008A002,13008,A002,GEEL-CENTRUM ZUID,4234.94,379707.42
563,21270,12026A00-,12026,A00-,NIJLEN-CENTRUM,2695.87,249023.19
999,48591,11001A0PA,11001,A0PA,CLEYDAEL-KASTEEL,7570.05,1710488.92
1544,39837,11023B49-,11023,B49-,VERLOREN HOEK - BUNGE,12065.47,3288865.65
561,40181,12025F312,12025,F312,MUIZENBURG,3181.09,232037.56
76,20783,11040A091,11040,A091,GEMEENTELIJK DOMEIN,2468.05,230100.75
586,21293,12029A03-,12029,A03-,STOMPAARSHOEK,3261.99,273410.61
1467,39791,11018A090,11018,A090,KASTEEL,3259.57,449589.36
919,21625,13012A032,13012,A032,SPORTCENTRUM,2373.63,251078.28
497,40154,12025A45-,12025,A45-,ZEMSTBAAN,3745,526657.06
290,40063,11057B1PN,11057,B1PN,BLOMMERSCHOT - SALPHEN,17529.09,10808622.25
1925,21980,13044A01-,13044,A01-,VISPLUK,5037.51,647897.63
1216,20013,11002S04-,11002,S04-,HET LAAR,1992.25,195873.81
1012,19810,11002A081,11002,A081,SCHELDEKADEN NOORD,3297.31,148958.93
764,21470,13003A711,13003,A711,RIJT,2562.18,266524.81
1384,20142,11009A0AD,11009,A0AD,STEEGHOVEN,2536.92,160034.9
1962,22017,13049B033,13049,B033,MOLENWIJK - MEULEVELD,6266.05,707992.42
648,40227,12034A091,12034,A091,SINT-AMANDS - VERSPREIDE BEW.,18486.94,3956031.95
1250,39684,11002T25-,11002,T25-,HET PRIEEL,1647.18,125038.09
119,39961,11044B091,11044,B091,POLDERS,7196.05,1691703.78
3645,41491,24007A083,24007,A083,BEGIJNENDIJK SPOORWEG,1715.11,2372.08
1569,39847,11024B00-,11024,B00-,WAARLOOS-KERN,4549.15,426235.53
689,40244,12040A0MA,12040,A0MA,GROOT BROECK - HOEIKENSWEG,5713.91,1129703.06
1602,39873,11029A282,11029,A282,VLIEGVELD,4011.63,700107.12
1663,21719,13017B052,13017,B052,WEYGERBERGEN - D'AKKEREN,3585.25,468456.4
1675,21731,13017C030,13017,C030,LOZIJDE,4538.53,748162.67
1338,20096,11005A242,11005,A242,QUESELS,1899.76,146910.35
3051,41159,23039A11-,23039,A11-,KAPELLE-OP-DEN-BOS - MECHELSE WEG OVER DE VAART,1394.16,2349.38
680,21387,12035B02-,12035,B02-,VOSBERG,2814.67,260418.25
395,40115,12014A51-,12014,A51-,WERF,2570.96,182792.04
3435,41369,23096A291,23096,A291,WORMELAAR,1886,3003.54
1447,20205,11016A262,11016,A262,HORENDONK-WEEKENDZONE,7048.47,1092661.55
783,40294,13004A0PA,13004,A0PA,SCHRIEKEN-DEN HOUT ZUID,13769.97,5631390.37
1822,21877,13035A00-,13035,A00-,RAVELS-CENTRUM,6463.66,586078.54
992,39624,11001A030,11001,A030,YSSELAAR,3403.27,428125.2
786,40295,13004A17-,13004,A17-,FABRIEKEN,6274.91,1905823.2
1816,21871,13031A22-,13031,A22-,SCHUUROVEN - HEIEINDE,7913.83,851105.35
1153,19950,11002Q012,11002,Q012,MERKSEM-CENTRUM,2709.47,320480.91
1159,19956,11002Q091,11002,Q091,PARK,1635.08,166795.39
1441,20199,11016A101,11016,A101,WILDERT-OOST,4714.15,557160.7
366,40103,12009A0MA,12009,A0MA,ROETAARDVELDEN,4463.39,971224.91
354,40097,12007C082,12007,C082,MEERS,4635.34,543574.74
1927,40511,13044A030,13044,A030,MOLENEINDE - KLISSENHOEK,7186.71,1431634.91
1942,40520,13046A11-,13046,A11-,NIEUWE WIJK,4007.6,812344.64
185,20892,11053B033,11053,B033,HENNINGEN,3356.76,319102.31
146,39982,11052A110,11052,A110,VOGELZANG,4196.88,257144.91
488,40149,12025A32-,12025,A32-,GROTE NIEUWENDIJK,2214.64,167565.17
179,20886,11053A610,11053,A610,DE VLOEIKENS,2710.61,277491.02
1796,40456,13029A1PA,13029,A1PA,GERHEZE,13549.09,3229503.77
1801,40460,13029A282,13029,A282,BANKLOOP,7834.56,994269.43
122,39963,11044B19-,11044,B19-,ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST,11649.63,3749300.05
1769,21825,13025A60-,13025,A60-,EZAART-KERN,7299.94,1570976.06
377,21084,12009A322,12009,A322,ROOIENBERG-WEST,3552.05,405248.1
623,21330,12030B000,12030,B000,RUISBROEK-DORP,3802.06,370532.6
1209,39675,11002R44-,11002,R44-,BOTERLAAR - SILSBURG,3217.63,558359.71
1205,20002,11002R401,11002,R401,BOEKENBERG,4230.3,344993.75
1424,39766,11013A050,11013,A050,GRIJPEGEM,2797.14,277524.64
1337,20251,11005A232,11005,A232,KORTE STRAAT,2537.48,97888.5
635,40221,12030C044,12030,C044,VOORT,1160.12,52780.88
677,40240,12035A291,12035,A291,GROOTVELD,17554.7,2727504.3
773,21479,13003B052,13003,B052,KRUISBLOKKEN,3516.57,250766.86
346,40090,12007B09-,12007,B09-,POLDERS,19437.02,7789680.25
1669,21725,13017B213,13017,B213,HEIDE - VILLAPARK,5264.33,1059321.83
1916,21971,13040A714,13040,A714,BROEKSTRAAT,2189.97,187992
1584,39861,11029A01-,11029,A01-,TOMMELT,2596.66,267293.42
477,21184,12025A182,12025,A182,BETHANIENPOLDER - DIJLE,4067.26,340695.57
1367,20125,11008A30-,11008,A30-,MARIA-TER-HEIDE,4990.37,586826.5
261,40049,11056A412,11056,A412,VROMENHOVE,7062.93,882919.77
222,40022,11054E091,11054,E091,HOF VAN MASSENHOVEN,7159.89,1235420.53
1553,20623,11024A10-,11024,A10-,BOONWIT,3243.26,446594.94
1478,39798,11021A03-,11021,A03-,GRENS EDEGEM,3954.72,401744.93
1729,21785,13023A0JB,13023,A0JB,MOLENZIJDSE HEIDE,2067.25,278967.69
1881,40495,13037A112,13037,A112,KIEVITHEIDE,5475.93,1275970.98
1128,39647,11002L18-,11002,L18-,KRAAIENBERG(BERENDRECHT - 4 D),5601.52,1640632.12
574,40187,12026B09-,12026,B09-,BEVEL-VERSPREIDE BEWONING,20233.3,5259764.65
913,21619,13011B100,13011,B100,ZANDKAPEL,4277.31,503494.21
770,21476,13003B02-,13003,B02-,HEIVOORT - HAMSE HOEVEN,7245.8,1225618.31
1684,40403,13019A091,13019,A091,LILLE-VERSPREIDE BEWONING,33707.4,12764212.65
1374,39737,11008A40-,11008,A40-,MARIABURG,5171.71,1098684.98
936,21642,13013B08-,13013,B08-,RAMSELSE BERG,6401.53,1839911
437,21144,12021A04-,12021,A04-,WAVERSESTEENWEG,4376.29,909325.08
1185,19982,11002R110,11002,R110,BISSCHOPPENHOF,2658.2,467979.06
1775,40443,13025A722,13025,A722,STEDENWIJK,4597.39,601959.41
880,40341,13010B033,13010,B033,DE BERGEN,3905.7,630825.32
629,21336,12030B112,12030,B112,CAROLUS,4415.17,516502.56
962,21668,13014C28-,13014,C28-,IPENROOI,9319.86,1433143.3
202,20909,11054B01-,11054,B01-,MOLENHEIDE,4765.83,492991.5
793,21499,13004B012,13004,B012,VLIMMEREN-KERN-NOORD,4242.91,421429.72
938,40366,13013B0PA,13013,B0PA,TRUYTSEINDE-MADESTR-VOSDONKEN,31766.78,8273668.01
1412,39756,11009B2PA,11009,B2PA,VEERLE - VERSPREIDE BEWONING,14221.66,4433424.47
9699,44110,46025A07-,46025,A07-,ESPOLDER - WERF,749.48,1254.92
15642,46973,72020A323,72020,A323,GELDERHORSTEN,1534.87,2054.92
1497,39807,11022A201,11022,A201,OUD-HEIDE,2998.86,353636.39
1115,19913,11002K214,11002,K214,LILLO - FORT,1419.54,130283.67
531,21238,12025A952,12025,A952,KONINGIN ASTRIDL. - BINNENSTAD,1707.13,74848.17
1983,40539,13053A190,13053,A190,DE EIK,7124.98,2047752.66
19791,39568,11002P2AP,11002,P2AP,EK-LUCASWIJK,4220.02,731256.98
1272,39694,11002U47-,11002,U47-,INDUSTRIEPARK-OOST,6623.53,747588.53
1820,40471,13031A291,13031,A291,HOGE MIERDSE HEIDE,21789.6,12605541.92
1,39894,11035C29-,11035,C29-,VREMDERHOEVEN,6187.63,1844747.08
1922,21977,13040A810,13040,A810,HEIZEIJDE,5972.5,1791025.33
1873,21928,13037A012,13037,A012,RIJKEVORSEL-DORP NOORD,3155.59,416645.92
1359,39731,11008A11-,11008,A11-,LAGE KAART,4092.46,664902.19
1798,21854,13029A21-,13029,A21-,DE CITE,4076.36,350412.82
4645,41803,24109A021,24109,A021,SCHRIEKBAAN,731.21,391.08
1655,21711,13017A412,13017,A412,GROOT REESDIJK,4801.83,665070.74
1899,21954,13040A112,13040,A112,PAPENBRUGGE,4736.98,1418266.26
32,39911,11037C180,11037,C180,PIERSTRAAT,8058.81,1097021.51
821,40311,13008A2AA,13008,A2AA,BEMDEKENS,3405.6,412502.62
388,21095,12014A291,12014,A291,ZONDERSCHOT-VERSPREIDE BEW.,14102.48,3692676.65
547,40172,12025E012,12025,E012,ROZENDAAL,2593.9,298766.25
1952,40526,13049A090,13049,A090,GOOREINDE-ZOERLEBERG-OVERWIJS,16022.84,4881125.06
484,40146,12025A256,12025,A256,KAUWENDAAL,1809.49,183971.37
621,40212,12030A291,12030,A291,LUIAARDSHOEK,5223.38,699265.48
394,21101,12014A50-,12014,A50-,HEILIG - HART,2927.34,325846.18
606,40206,12030A01-,12030,A01-,PUURS HEIDE - KIMPELBERG,4533.48,777140.85
1092,19890,11002H83-,11002,H83-,SLACHTHUISWIJK (DAM-SCHIJNPOORT),3077.17,216723.4
887,21593,13011A05-,13011,A05-,WUYTSBERGEN,5907.38,1118922.5
1322,39711,11004B19-,11004,B19-,ACHTERSTE HOEVEN,5066.91,1098631.82
93,39943,11040A291,11040,A291,CALESBERG,6183.47,810951.63
979,40383,13016A01-,13016,A01-,EINDEKEN - MOERBERG,5994.11,1521845.21
294,21001,11057B314,11057,B314,KWAADLINDE,4761.32,627420.62
1563,39843,11024A280,11024,A280,BOUTERSEM - BROEKBOS,7143.67,1188466.7
956,21662,13014C050,13014,C050,WERKHOVEN,5897.47,1243279.95
1510,20580,11022A401,11022,A401,NIEUWMOER-CENTRUM,5157.34,433781.92
463,21170,12021B023,12021,B023,"""T LAMMEKEN",3044.95,227602.43
1591,39866,11029A13-,11029,A13-,SAVELKOUL,3565.71,524844.7
1830,21885,13035A18-,13035,A18-,ACHTER EEL,5590.17,1080542.06
1706,21762,13019D043,13019,D043,ZITTAERT,2980.89,261204.78
1652,40395,13017A30-,13017,A30-,GOOR-KERN,2250.33,213423.28
1755,21811,13025A20-,13025,A20-,POSTEL,4705.96,606151.58
1190,39665,11002R19-,11002,R19-,KRUININGE,5060.6,703539.39
302,40066,12002A19-,12002,A19-,GESTEL,7976.71,2483755.35
405,40118,12014C022,12014,C022,GANZENAKKER,2622.07,180332.84
1582,39859,11025A19-,11025,A19-,LUITERSHEIDE,4589.43,460034.01
159,20866,11053A04-,11053,A04-,KRUISWEG,5043.94,439628.33
15508,46909,71069B393,71069,B393,ZWARTENHOEK,2999.05,4450.68
1149,39654,11002P500,11002,P500,LEUGENBERG,4975,540714.61
1072,19870,11002F64-,11002,F64-,JAN DE VOSLEI (KIEL),2602.47,168873.28
657,21364,12034C01-,12034,C01-,WIPHEIDE - BREUTHEIDE,3801.97,543818.56
230,40028,11055A11-,11055,A11-,SINT-ANTONIUS - KLINIEK,3877.21,601595.01
1547,20617,11024A02-,11024,A02-,LIJSTERBOL - KRUISSCHANSLEI,3982.06,588112.75
1964,40531,13049B091,13049,B091,BEISSTRAATLOOP-OOST-VERSP.BEW.,25456.62,8781375.55
836,21542,13008A60-,13008,A60-,PUNT,3661.78,620519.67
896,40347,13011A190,13011,A190,NETE-NOORD-HERENTALS-VERSP.BEW,30607.16,10451627.32
1700,40408,13019C112,13019,C112,BEERSE HEIDE,5716.61,1894118.93
1228,20025,11002S41-,11002,S41-,LABORATORIUM,2018.69,194747.72
118,39960,11044B022,11044,B022,KREKELBERG,3928.9,704274.19
1763,40436,13025A4MA,13025,A4MA,BERKE-BOSSEN,2653.72,375988.16
942,21648,13014A03-,13014,A03-,MEREN,1843.64,179435.81
1936,21991,13046A033,13046,A033,KETSCHE HOEVE,5157.2,831389.36
457,21164,12021A473,12021,A473,INDUSTRIE,3931.64,866909.43
443,40137,12021A18-,12021,A18-,NAZARET,5551.47,1074417.59
692,40247,12040A21-,12040,A21-,WILLEBROEK-STAD,2480.04,300691.17
834,40319,13008A58-,13008,A58-,PADDENKOEK-HAZENHOUT,8309.36,2126937.91
869,40333,13010A112,13010,A112,BOUWELSE HEIDE,5858.34,1651246.79
49,39922,11039A081,11039,A081,SCHILDEHOF - SPREEUWENBERG,12385.91,3117873.13
177,39999,11053A512,11053,A512,KRUISSTRAAT,2742.09,347481.86
311,40072,12005A02-,12005,A02-,OTTERSKOEK - DORSTVELD,5241.12,1176095.67
1517,39821,11022A591,11022,A591,STOK 1300 M,3926.62,697606.7
52,20760,11039A11-,11039,A11-,BERGEN-NOORD,4819.36,891964.2
910,40353,13011B074,13011,B074,MOERBROEK INDUSTRIE,3271.69,558652.39
1733,40421,13023A191,13023,A191,'T ZWART GOOR-BLOKSGOOR,30140.69,11947132.81
1194,39667,11002R23-,11002,R23-,ZWARTE AREND,2930.08,487080.87
1643,21699,13017A052,13017,A052,SPORTCENTRUM - KROONBROEKEN,4381.52,598981.9
1649,21705,13017A13-,13017,A13-,KLEIN REES - ZANDHOEF,5944.53,969871.69
744,21450,13003A03-,13003,A03-,ONGELBERG,8277.63,2285716.35
1893,21948,13040A021,13040,A021,NIEUWSTAD,3365.37,607677.59
9451,44011,46003F00-,46003,F00-,KALLO-KERN,1062.51,278.26
1236,20033,11002T05-,11002,T05-,TURKEYEN,2119.4,140209.97
1721,40416,13021A290,13021,A290,ZITTAART-VERSP.BEW-NOORDWEST,24331.61,7069887.96
16,39901,11037A091,11037,A091,AUTOSNELWEG,8507.96,1824787.06
738,40271,13002A091,13002,A091,BAARLE-HERTOG - LANDELIJK - ENCLAVES,28395.61,1532337.16
1136,19933,11002P05-,11002,P05-,LEERHOEKSLAAN,2153.32,225104.95
400,21107,12014B012,12014,B012,SPEK,3324.45,270043.52
734,40267,13001A3MJ,13001,A3MJ,AUTOSTRADE,4634.95,567519.28
599,40200,12029B000,12029,B000,BEERZEL-CENTRUM,5107.35,951440.87
850,21556,13008A900,13008,A900,SINT-DYMPHNA,4412.92,845687.44
844,21550,13008A811,13008,A811,HOLVEN,5230.68,924410.24
893,21599,13011A122,13011,A122,WIJNGAARD,2165,281412.03
1991,40545,13053D090,13053,D090,LAAK BEEMDEN,25581.96,6329269.22
526,40164,12025A899,12025,A899,ZENNEGAT,9597.34,2089289.86
432,40134,12014F19-,12014,F19-,DONKEN,7356.58,1273986.22
700,21407,12040A372,12040,A372,DE NAEYER,2661.32,416465.05
1035,19833,11002C24-,11002,C24-,PROVINCIESTRAAT(STATIONSWIJK ),2775.55,263290.17
451,21158,12021A333,12021,A333,PANNENHUIS,2049.81,225503.79
1463,39789,11018A030,11018,A030,VARENVELDEN,3086.76,408514.9
1279,20076,11002V00-,11002,V00-,HOBOKEN - CENTRUM,2633.3,221902.37
848,40325,13008A855,13008,A855,BERKVEN - REIVENNEN,5850.23,817298.84
1840,40478,13035B19-,13035,B19-,WEELDE HEIDE -VERSPR. BEW.,17185.98,10872156.29
181,40001,11053A681,11053,A681,GINHOVEN - C.O. BOSSEN,18237.75,6472426.84
1559,39840,11024A1PA,11024,A1PA,VUILE PLAS - PANNEBOSSEN,13840.58,4104508.32
59,39929,11039A29-,11039,A29-,KOUWENBERG,10241.06,2899024.43
1842,21897,13035B212,13035,B212,WEELDE STATION - HEIDE,2626.47,197153.72
108,20815,11044A02-,11044,A02-,'S HERTOGENDIJK,2560.43,111260.66
1792,21848,13029A131,13029,A131,GERHEIDEN - GESTELEN,6256.91,1230285.77
1001,39628,11001A173,11001,A173,NOTELAAN,5936.1,1099024.65
779,40291,13004A032,13004,A032,VOSSELAARSE BERGEN-AKKERSCHOOT,6077.11,1544477.52
165,20872,11053A132,11053,A132,GOED KOCH,3800.01,505021.04
234,40032,11055A191,11055,A191,DE WELVAART,4454.91,908805.73
249,40040,11056A00-,11056,A00-,ZWIJNDRECHT-CENTRUM,3362.79,302619.51
1078,19876,11002G53-,11002,G53-,HARMONIE (ZUIDWIJK),2618.43,306777.99
830,21536,13008A462,13008,A462,NETEVALLEI,1727.94,183330.52
807,21513,13006A212,13006,A212,HEIDE,6158.9,1158617.91
142,20849,11052A072,11052,A072,DOORNBOOM,2833.29,242008.5
1055,19853,11002E122,11002,E122,WAALSE KAAI (ZUIDWIJK),1899.48,92113.8
693,40248,12040A221,12040,A221,MERKEZEEL,3706.53,557394.46
914,40356,13011C000,13011,C000,MORKHOVEN-KERN,5154.36,1139216.15
1789,21845,13029A10-,13029,A10-,O.-L.-V. OLEN,4386.89,678170.12
903,40350,13011A39-,13011,A39-,VENNEN,9895.04,2792069.71
474,21181,12025A11-,12025,A11-,COMET - KONINGIN ASTRIDLAAN,2004.08,158563.74
950,40371,13014B091,13014,B091,AARD,23490.95,5450838.32
1516,20586,11022A582,11022,A582,FOKSEMAAT,5575.94,930937.7
1859,21914,13036A020,13036,A020,GOORSTRAAT,6670.25,897784.6
543,21250,12025D00-,12025,D00-,HEFFEN-KERN,2483.06,233806.82
986,40390,13016C0AA,13016,C0AA,VARKENSMARKT,4325.28,286028.58
512,40160,12025A64-,12025,A64-,OTTERBEEK,2762.14,472518.19
1427,39768,11013A11-,11013,A11-,ELSDONK,1409.91,100415.93
188,20895,11053B10-,11053,B10-,TERBEEK,3098.44,511029.87
1910,40507,13040A491,13040,A491,BIEHEIDE - HOGE HEIDE,14316.01,7197528.83
1836,21891,13035B0MA,13035,B0MA,WEELDE-WEST,3954.37,667352.08
1493,20563,11022A120,11022,A120,ACHT ZALIGHEDEN,3550.35,336454.71
1341,39722,11005A39-,11005,A39-,PARK,3217.85,322421.09
408,40119,12014C091,12014,C091,ITEGEM-VERSPREIDE BEWONING,37350.16,12654775.45
3611,41482,24001A184,24001,A184,PALINGSPOT,576.63,1015.29
1101,19899,11002J85-,11002,J85-,'T EILANDJE,3583.39,313003.35
520,21227,12025A80-,12025,A80-,BATTEL,1968.09,190623.56
1317,20231,11004B000,11004,B000,VREMDE-DORP,3509.43,412441.42
853,21559,13008A934,13008,A934,HADSCHOT-ZUID,2610.19,232594.93
1905,21960,13040A310,13040,A310,KRUISBERG,3286.15,557188.4
1242,20039,11002T14-,11002,T14-,DE VELDEKENS,3234.02,348229.4
1358,20116,11008A10-,11008,A10-,MIDDELKAART,4483.14,545551.59
1457,39786,11016A592,11016,A592,PAARDENHOEK-WILDERTSE DUINTJES,10690.17,2775331.37
1633,20703,11035C00-,11035,C00-,BROECHEM-CENTRUM,3583.64,361893.35
73,20780,11040A050,11040,A050,BLOEMENDAAL,2407.6,255386.5
660,21367,12035A001,12035,A001,SINT-KATELIJNE-WAVER - CENTRUM,2912.11,350431.73
1976,22031,13049D0PA,13049,D0PA,WOLFACKER - PLASSENDONCK,12660.24,2262763.03
824,40314,13008A2PA,13008,A2PA,GASTHUISHEIDE,16399.51,3652549.28
557,40177,12025F102,12025,F102,WIELENDRIES,3064.69,235934.8
566,21273,12026A040,12026,A040,TUINWIJK,6525.76,1298990.94
8,39896,11035D10-,11035,D10-,HET ALLIERS,5516.38,1440802.94
18,20726,11037A10-,11037,A10-,VOSBERG,3012.14,307174.91
24,20732,11037C000,11037,C000,REET-CENTRUM,3442.85,444741.65
1262,39687,11002U20-,11002,U20-,VALAAR - DE BREM,4826.56,915390.19
29,39908,11037C100,11037,C100,DE VAART,3922.14,552325.13
15281,46819,71034A09-,71034,A09-,STROOIENDORP-NOORD,1925.18,2828.96
784,21490,13004A101,13004,A101,DEN HOUT - KANAAL-ZUID,5039.31,1023228.2
712,21419,12040D011,12040,D011,MOLENVELD,4440.08,352043.16
1404,20162,11009B032,11009,B032,KONINGSSTOEL,5117.36,707951.76
614,21321,12030A132,12030,A132,WINKELVELD,1614.22,145145.48
1434,39774,11013A21-,11013,A21-,ROZENHOF,1528.78,115858.42
1332,39718,11005A184,11005,A184,RECREATIE,5249.37,863323.23
167,39992,11053A1BB,11053,A1BB,KEIENVEN,3813.47,432168.66
1766,40439,13025A512,13025,A512,WEZELHOEVE,2858.95,408018.39
637,21344,12030D000,12030,D000,LIEZELE-KERN,3290.58,319430.75
1219,20016,11002S11-,11002,S11-,COLLEGE,2203.57,280174.74
96,20803,11040A322,11040,A322,KROMVEN,3599.48,344511.75
1381,20139,11009A02-,11009,A02-,BEEKHOVEN,3046.6,193401.39
1974,40536,13049D073,13049,D073,OEVEL-INDUSTRIEGEBIED,11931.15,2359079.01
1464,20534,11018A042,11018,A042,KALLEBEEK,1202.23,46987.74
1870,40490,13036A382,13036,A382,ARENDONKSE HEIDE,6894.03,1726315.08
171,20878,11053A29-,11053,A29-,WESTDOORN-VERSPREIDE BEWONING,12138.7,2787106.93
3819,41579,24033A1PW,24033,A1PW,HOOBERG-DE HOUT,272.64,246.04
1156,19953,11002Q04-,11002,Q04-,KLUIZEVELDEN,2456.27,243183.74
242,20949,11055B010,11055,B010,LIEFKENSHOEK,4095.42,573442.17
761,40284,13003A612,13003,A612,RIJSBERGDIJK,3670.01,360974.84
1758,21814,13025A31-,13025,A31-,SLUIS,8365.56,1486645.84
7915,43435,42008B091,42008,B091,MOERZEKE-VERSPREIDE BEWONING,0.43,0
3439,41372,23096B022,23096,B022,AMBROOS,1026.75,524.27
1753,40429,13025A11-,13025,A11-,BOERENTANG,5020.16,1457144.41
1913,21968,13040A613,13040,A613,DEN BREMT,2658.79,320486.97
776,21482,13004A001,13004,A001,BEERSE-CENTRUM,4179.21,800109.2
480,21187,12025A21-,12025,A21-,KLEIN MALINOIS,3470.75,463177.31
1049,19847,11002D33-,11002,D33-,STADSPARK-ZUID (OOSTWIJK),1919.42,143096.04
1061,19859,11002E521,11002,E521,LANGE ELZENSTRAAT (ZUIDWIJK),1905.2,196949.02
813,21519,13008A021,13008,A021,PAS,2928.48,501498.69
1307,39705,11004A081,11004,A081,MUSSENHOEVE,10238.47,3056962.76
135,39974,11050A274,11050,A274,DORENBOS,4024.54,474309.45
930,40363,13013A11-,13013,A11-,SNEPKENS,5385.44,840939.92
288,20995,11057B0MA,11057,B0MA,INDUSTRIE OOST,3671,571357.76
710,40256,12040C090,12040,C090,BLAASVELD-VERSPREIDE BEWONING,12986.44,3067203.08
1772,21828,13025A691,13025,A691,HAAG,4738.9,749694.93
